date,text,NumberLikes,NumberComments,NumberViews
2021-03-17,"Healthy Lemon 🍋 Bars with a “Buttery” shortbread crust, perfect spring flavor! Sweet n Tangy, soft and creamy 💨, this sure got me hooked on some lemon flavored desserts lately (can’t lie, I was not a huge fan before this). The best part? You can freeze them and they taste like ice cream bars 😯. I know.. what cha waiting for?!
.
This recipe is also Paleo, Gluten Free and can be made Keto 🤯. You’ve gotta tryyy👊🏼! Hope everyone has a good Hump Day🤸🏻‍♀️✨
.
•••••••••••••••.
dEATs 👇🏼:
.
- Eggs
- Ghee/Coconut oil or 🧈
- Almond + Coconut + Tapioca Flour
- Coconut sugar
- Lemons 🍋 duhh
.
.
Instruction 🎥 on my story 🤏🏼 FULL RECIPE on my blog, *LINK in bio ✨.
.

https://shuangyskitchensink.com/healthy-lemon-bars/
.
.
.
#shuangyseats #paleodessert #lemondessert #lemonbars #springrecipes #lemonflavor,Yum!,🧡,Yum!!!!,i hear the flights are cheap right now ... see ya soon! <3, the rose city,loveeee lemon bars😍,These look delicious... I need to try!,Yum! Reminds me of spring 😍,These lemon bars look so good!,@mgw511 😍😋,So good 😍,Delicious 👌😍,Drooling,These sound beyond divine 😍,These look absolutely delicious! 😍🔥,Yummm😍😍,These look unreal 😍,These lemon 🍋 bars look yummy! 👏🏻😀,So tasty!,WOW!!! so good!🤩🤩🤩,Has anyone made these? If so, how did they turn out?,",2792,287,0
2021-03-16,"TOAST Tuesday 🍞 to with a sweet and  savory sourdough duo. Avocado 🥑 + Olive oil with a sprinkle of hemp seeds + Banana 🍌 Nut Butta. Simple combo but HIT the spot!
.
Off to Oliver’s Newborn photos today. Like it’s totally gonna go smoothly 😅 Hope everyone has a great day.
.
•••••••••••••••••.
dEATs 👇🏼:
.
- ✌🏼THICK piece of sourdough toasted 1/2 avocado 🥑 sliced + drizzle of olive oil + sprinkle of hemp seeds.
- Banana + almond Butter + cacao nibs
.
#shuangyseats #avocadotoast #veganbreakfast,So simple but so delicious ❤️,So much fabulous flavour👏,Hi, I really love your Instagram feed, and your post on sourdough baking. I have a similar page to yours where I post about sourdough breads and more"". I was wondering if you would be interested in giving us a shoutout in exchange for a shoutout from us, since we target the same type of audience it will benefit the both of us.,Omg so much yes for this😍👏,Love both of these toasts 😍,My favourite toast combos 😍,sweet and savory toast combos for the win!!,Wow amazing Love this 😍,This looks incredible 😍,Beautiful plate, love that💚👏😋,Yummy😍,😍,😍😍😍,cheers😍,one toast during b’fast .... another one during lunch 😍😍,Holy I’m now hungry!,Yes 😍,😍😍,No bigger combo.  Oooh yay for newborn photos. Hopefully a lifestyle  shoot?! 😂😍,Heaven,Need to try this!,Save me a bite @shuangys_kitchensink,Oh i love toast! And these looks delish🤩,I’ll take both please 😍,",3440,271,0
2021-03-15,"An OATstanding weeks starts with a bowl of THICK n CREAMY overnight oats loaded with Toppings 💁🏻‍♀️. When you can’t even see the oatmeal on the bottom.. you know you did it right 😅. This has been my go to in the morning again - packing in some protein, complex carbs and good fats 👊🏼.
.
Still feeling kinda off with this Spring toward time ⏰ .. off to a snooze, hope everyone has a great Monday🤸🏻‍♀️✨
.
•••••••••••••••
.
dEATs 👇🏼:
.
Soak overnight:
- 1/2 cup gluten free oats
- 1 tbsp chia seeds and/or 1 tbsp ground flax seeds
- a pinch of SALT 🧂+ 1 scoop of protein of choice
- 1 cup milk 🥛of choice
- 1 tsp brewers yeast (for lactation 🐄)
.
Soak all the ingredients overnight, Heat it up or eat it cold in the morning.
.
.
#shuangyseats #oatmeal #overnightoats #oatmealbowl #quickbreakfast,So good😍,That's way prettier than any overnight oats I've ever made! I love it.,❤️,So perfect 😍,Now that’s oatmeal!,Give me all of these oats!!,Droooling!!! 🔥,Yummy!!!,To my taste🔥,Yummm!! Ooo can I come over for breakfast 😍❤️,Such a beautiful oatmeal bowl 😍,Wow I love this! Even I made something interesting #plantbasedfood !! Plz Checkout my post and show some love!,Meraviglia 😍,Sieht klasse aus! 💪🏼,😍😍,Amazing 🔥,Love it😍,perfect bowl to start the day 😍😍,❤️🔥 Alright. Your turn to like my post. 😍,What a perfect bowl😍😍,Stunning😍,What are you putting on top that looks like peanut butter?,We love all recipes that contain ✨Blueberries 🫐😌✨,🙌,",3833,266,0
2021-03-15,"🥡 Asian flavor ROUND UP of a few East and healthy recipes that you NEED for this week’s #mealprep! If you’ve been following my stories, you know I make these on repeat! Crockpot, Instant Pot, one pan stir fry 💁🏻‍♀️, you name it. These babies are so easy and flavorful 💨
.
.
1. Crockpot Korean Short Ribs (one of my MOST popular recipes)
2. Whole30 Orange chicken 🍊
3. instant Pot Cashew Chicken 
4. Paleo Sesame Chicken 🍗
5. Authentic Chinese Green Bean Chicken (my parents’ recipe)
.
Recipes on my blog 👉🏼 Link in bio 🥡. Love seeing your recreations, dont forget to leave a review and tag me to share the love ❤️.
.
.
#shuangyseats #whole30recipes #paleorecipes #chinesefood #asianfood #crockpotrecipes,Looks freaking amazing!🔥 I’ve been meaning to try your short ribs!😍,Yessss to all these 😍😍,SO tender 🤤,Yummm 😍,This looks amazing! 19 months into health journey. I need to try this, thank you for sharing! 💜💙,Wow😍🔥,Yummmmmmmmm😍,Oh man oh man 😍,@alannaross_ holy shit this looks so good,I want one of each😍,Delicious 😍,Looks super easy to digest 😍,We love an easy peasy and DELICIOUS meal prep! 😍,This is a masterpiece🙌,It's a mighty fine combo hun🙌,So comforting and flavorful 😍,yum. So simple and satisfying,oh wow do you deliver?!,Looks delicious xx what kind of diet do you follow?,amazing food,Yea,Looks great!,Oh wow 😍,I couldn't find this recipe on ur site.. am I blind? Lol,",2005,150,0
2021-03-12,"Getting REELs 💁🏻‍♀️ 6ish ingredient NO BAKE Brownies that is Fudgy n Chewy, TOPped with a layer of Rich n Smooth 🍫 “ganache” icing. It is SO easy to make (although can’t be made in 15 sec like the #reelsvideo). Just made another huge batch yesterday for a healthy freezer snack 
.
Hope everyone has a great Weekend🤸🏻‍♂️✨.
.
•••••••••••••.
dEATs 👇🏼:
.
- Raw Cashews + Walnuts
- Nut 🥜 Butter
- Cacao powder 🍫
- Medjool date
- Coconut oil
.
.
Check out the full recipe on my blog 👉🏼 link in bio ✨. (Direction 🎥 on my story)
.

https://shuangyskitchensink.com/no-bake-peanut-butter-chocolate-bars/

.
#shuangyseats #vegandessert #reelsinstagram #paleodessert #nobakedessert #nobakebrownies #healthybrownie #chocolatelovers #healthyeating #goodmoodfood #healthyrecipes #healthydessert #dessertrecipe #dairyfreedessert #easyrecipes #healthyfood #healthydiet #cleaneating #glutenfree #healthysnack #veganrecipes #vegandessert #healthyvegan #glutenfreedessert #healthybreakfast #glutenfreevegan #healthylifestyle #veganfood #healthysnacks,Looks amazing!!,This looks so yummy 👏,Oooh I want one! 🙋🏼‍♀️,Ok I will definitely be making these 😍,Omg yes plz,Those bite marks 😍,They are insane🙌,Looks delicious,Like the most perfect square!,These brownies look amazing 😍,@zme.x these too,THE BEST !!,Absolutely flawless🔥🔥🔥,So fudgy and perfect 😍😍😍,😍,❤️❤️❤️,Yum!!!,@joycetolboom mygosh,🔥🔥🔥,@shuangys_kitchensink Ohhhh🤤🤤🤤.. YUMM👏👏,Wow please can I have the recipe?!! 💗,what do u mean with “paleo”?,Nomnom!!! 😍,Wow,",4085,221,48348
2021-03-11,"The best Healthy Carrot 🥕 Cake Banana Bread that is MOIST, FLUFFY 💨 and so EASY to make. TOP a Thick layer of Cashew Cream cheese Frosting, can’t get better than that for Easter 🐣 or all year round. Just in time for your Spring forward 🌸 weekend baking 💁🏻‍♀️.
.
Hope everyone has a Good Friday Jr.🤸🏻‍♀️✨
.
•••••••••••••••.
dEATs 👇🏼:
.
- Eggs
- RIPE bananas 🍌 (duh)
- Sweet Potato Puree
- Shredded carrots, raisins, pecans
- Almond flour
- Coconut sugar
- Almond Butter (you can also use 🥜 butter 🤭)
.

RECIPE on my blog, *LINK in bio ✨
.

https://shuangyskitchensink.com/paleo-carrot-cake-banana-bread/
.
.
.
#shuangyseats #paleodessert #carrotcake #carrotbread #bananabread #easterdessert,omgg sooo moist 😍love it!!,This looks amazing!,Wow!! The texture!!😍😍,This looks INCREDIBLE,You are such a badass new mama out here cookin and postin and workin and growin that baby 🔥 be so proud!! Also, This looks 🤤,Sooooo good!!! Love it 👏,So fluffy 😍,How many carbs ?,😱 this looks amazing! Stopped me in my tracks!! I love carrot cake 🥕,😍😍,Yes please my all time favorite dessert right here,THIS MAKES ME VISUALLY HAPPY AND HUNGRY,@henrycavill,YUM. I will be making that this weekend WOW 😍,Love it😍,Looks l amazing 😃I love it great photo👏,What a healthy snack 😍😁,😍😍😍😍😍Woooww... Looks delicious 🔥,Omg that frosting!,Mhmmm this looks soo good! 😍🤤,Wow that looks insane 😍,ok...YUM💕😊🙌🏻,Looks amazing!,😍,",5067,278,0
2021-03-10,"6ish ingredient NO BAKE Brownies that is Fudgy n Chewy, TOPped with a layer of Rich n Smooth 🍫 “ganache” icing. It is so FUDGing addicting 🤯, and easy to make (on my story 🎥). No need to repeat how much I love freezer energy bites to always have in hands for a quick healthy snacks 💁🏻‍♀️.
.
Oh don’t forget the EXTRA sea salt 🧂on top, K? Hope everyone has a great Hump Day🤸🏻‍♂️✨.
.
•••••••••••••.
dEATs 👇🏼:
.
- Raw Cashews + Walnuts
- Nut 🥜 Butter
- Cacao powder 🍫
- Medjool date
- Coconut oil
.
.
Check out the full recipe on my blog 👉🏼 link in bio ✨. (Direction 🎥 on my story)
.

https://shuangyskitchensink.com/no-bake-brownies/

.
#shuangyseats #vegandessert #nobakebrownies #healthysnacks #chocolatelovers #veganbrownies #paleorecipes #paleodessert,drooling!!,YUMMM😍😍,So fudgey 😍😍,wow,WOAH😍,Looks really enticing!,I love this 😍,HOLY 😍😍😍 LORD HAVE MERCY,Wowwwww,OMG I am here for all of this,Yum😍i just made some brownies too!,How are you REALLLLL 🤩🤩🤩,So yummy 😍,DANG😍😍,That looks so delicious 😍,Best Topping idea 😍🙌,Yes please!,Looks great!,Wow🔥Looks so delicious 😍I will make 👏,😋yum!,Looks deadly! 😍,🤤🤤🤤🤤,I did something similar some days ago,Omg so chewy 😍,",4076,287,0
2021-03-08,"5 🖐🏼 ingredient NO BAKE Samoas Cookies 🍪. It is chewy, sweet, coconut-y and FUDGing addicting 🤯, and easy to make. This may be my fav other than Girl Scouts Thin Mint 🍫! You guys already know I love my freezer “energy bite”. And they sure come in handy postpartum 💁🏻‍♀️.
.
Hope everyone has A great week🤸🏻‍♂️✨.
.
•••••••••••••.
dEATs 👇🏼:
.
- Raw Cashews
- Shredded Coconuts 🥥
- Chocolate 🍫
- Medjool dates
.
.
Check out the full recipe on my blog 👉🏼 link in bio ✨.
.
https://shuangyskitchensink.com/healthy-samoas-cookies/

.
#shuangyseats #vegandessert #nobakedessert #samoas #girlscoutcookie #healthycookies,Woooow😍,My favorite Girl Scout cookie everrr 😍 These are like twice the size and not mad about it!,So so good 😍😍😍,Samoa’s are my favorite! I would devour all of these right now!😍,NO BAKE AND ONLY 5 INGREDIENTS!? SO delicious 😋,Wow this is making me hungry 😍😍😍,this perfect bite!!! 🥰🥥😍,Oh wow,This looks amazing 😍 I love samoas,All the thinks I like in a cookie!,I need to make a stash 😍,These look insane gf!!!,So delicate 🙌😍,Better than the OGs 😍,OH WOW 🤩 these are absolutely incredible lady!,Omgg🔥😍,Done and done 🙌🙌🙌,Ok, this is everything I need rn!,😍😍,Yumm😍😍,These were ready in no time and yet were so satisfying!,THIS MAKES ME VISUALLY HAPPY AND HUNGRY,How is each bite so perfect?!,",3106,307,0
2021-03-08,"A STACKtacular One Blender Blueberry Oatmeal Pancakes 🥞 that are soft and FLUFFY 💨. Filled with JUICY blueberries and sweetened by ripe 🍌, these bad boys are So easy to make too 🙌🏼.
.
Bonus, all the ingredients in here (oats, flax seeds, bananas, 🫐,etc) are all great #postpartumfood 🧖🏻‍♀️.
.
Check out the full recipe on my blog 👉🏼 Link in bio 🥞.
.
.
https://shuangyskitchensink.com/vegan-blueberry-oatmeal-pancakes/
.
.
#veganrecipes #veganbreakfast #healthyeating #goodmoodfood #pancakes #blueberrypancakes #healthyrecipe #breakfastinspo #proteinpancakes #healthybreakfast #breakfastlover #glutenfreepancakes #healthypancakes #pancakerecipe #glutenfreefood #healthybreakfastideas #healthyrecipes #veganfood #healthyfood #wholefoods #breakfasttime #oatmeal,Need this stack in my lifeeee😍😍,Definitely need to try these ASAP!😍,Omg these sound amaze!!,YUMMY,Mood 🙌,😋🤗,Count me IN! 😍😍,Love a good stack 😍,Oh my, these are amazing 😍,Love these. They look great.,These are perfect 😍,That stack at the end....wow😍,I love how simple yet delicious this recipe is!😍,Yummy 😍😍😍,Love blender recipes!,Amazing! Yum!!❤️,Hi I just started a page on gluten-free, lactose free and refined sugar free food!! I actually just found I am intolerant to it 😅 honestly love your page...super inspiring ♥️,So simple yet so delicious 😍,WOW,Love the pun 😂🙌,Wow great👍🏻💞,stack goals😍,😍😍😍,",1454,167,14194
2021-03-03,"Double Chocolate Chip Cookies 🍪 that are Soft n Chewy, rich n ChocolateY 🍫. My fav kind of BROWNIE-like cookies that gets all messy with the melty chocolate 🙌🏼. Ya feel? Oh don’t forget the EXTRA sea salt 🧂on top, K?
.
Trying to put up a couple recipes this week (I was almost finished before the hospital trapped me 👉🏼👶🏼). Hope everyone has a great Hump Day🤸🏻‍♂️✨.
.
•••••••••••••.
dEATs 👇🏼:
.
- Almond flour
- Flax eggs
- Chocolate 🍫 chips
- Maple 🍁 syrup
- Cacao Powder
.
.
Check out the full recipe on my blog 👉🏼 link in bio ✨. 
.

https://shuangyskitchensink.com/vegan-chocolate-cookies/

.
#shuangyseats #vegandessert #chocolatecookies #doublechocolate #cookierecipe #vegancookies,These look out of this world good 😍,Looks delicious 😍❤️,So good 😍,holyyyy🤩🤩🤩,This texture is UNREAL😍,OH MY GOSH😍,Holy THICK. I would need at least two😮,Gotta have these cookies!!,I don’t need to know more than soft n chewy n chocolatey 🙆🏼‍♀️🤩 Gimme!,YUMMM,Wow so good!!!,Wow so good!!!,These are beyond😍😍,I need to make these before baby comes!😍,Save me some! This looks delish 😍,Love the chocolate 😍,soooo yummy looking!!!!!!!,have you been to Levain Bakery? These look so similar and they are amazing😍,These were AMAZING! Best cookies I’ve made in awhile 😍🤤🤤,This is so good ❤️ so rich and chewy,Yummy chocolate chip,❤️❤️,Dreeeamy 😍,@zme.x we need to get baking as I have all ingredients,",2898,245,0
2021-03-02,"A messy LOADED CREAMY oatmeal bowl TOPped with all of my fav 🤸🏻‍♂️. Will be living off of this brekki for a while. Quick and easy and so satisfying. “Reality” (on my story) aren’t as pretty, but ya know, it gets the job done 🍼.
.
Biscuit and Oliver’s first encounter last night was.. hmm.. to be continued 🥺. Not super worried they are going to be obsessed with each other so soon.
.
•••••••••••••••
.
dEATs 👇🏼:
.
Soak overnight:
- 1/2 cup gluten free oats
- 1 tbsp ground flax seeds
- 1 scoop collagen protein (optional)
- 1 tbsp brown sugar +  a pinch of SALT 🧂
- 1 cup milk 🥛
- 1/2 tbsp brewers yeast (lactogenic food) 
.
👉🏼 mix it all in a pot, bring to a boil then simmer until thick and creamy.
.
Toppings:
.
Banana 🍌 + blueberry + almond butter + + cinnamon
.
#Shuangyseats #lactationtreats #oatmeal,So pretty 😍😍,This bowl is to die for ❤️,Incredible 😍😍,This bowl of oats looks magical 😍,Omg yes please 😍😍😍,This looks amazing!! I can’t wait to make it!! 🙌😍,BEAUTIFUL,Yummy 🤤,Mmmmm I love oats,Delicious oatmeal 😍,So so good❤️,That swirl in there 🔥,Looks delicious and you are right they will be best of friends soon ❤️,We love a loaded oat bowl🙌,looks absolutely delish!!,This is a work of art! So beautiful!,This looks so perfect 😍,🙌😍,PERFECTION,Beautiful ❤️❤️,The swirl 🔥🔥🔥,Omggggggg😍😭,❤️❤️,",2874,233,0
2021-03-01,"Paleo Carrot 🥕 Cake Muffins that is SOFT n fluffy, stuffed with goodies. Made a batch for the freezer and they came in HANDY 👌🏼 for post-baby snacks. Perfect way to sneak in some veggies 💁🏻‍♀️. Also a month from Easter 🐰, get ready for all the carroty things!
.
Just hanging with the gang 👶🏼 and waiting for Oliver’s big Sister to come home!! Can’t wait for them to meet 🥺. Hope everyone has a great March🤸🏻‍♀️✨
.
•••••••••••••••.
dEATs 👇🏼:
.
- Almond Flour
- Eggs
- Coconut oil
- Maple 🍁 Syrup
- Shredded 🥕 + Pecans + Coconut
.
.
FULL RECIPE on my blog, *LINK in bio ✨.
.

https://shuangyskitchensink.com/healthy-carrot-cake-muffins/

.
.
#shuangyseats #glutenfreedessert #dessertforbreakfast #carrotcake #carrotmuffins #carrotcakerecipe,Yes please! What an amazing combo!,I’m here for these 😍,love a carrot cake recipe!!,DROOL,I want them all ❤️,BRUH WAANT,Nice🙌❤️,So easy and delicious 👏🏼,So dreamy and delicious 😍🧡,So delicious,Mmmm feed me this muffin deliciousness,Soft and fluffy is the best!,Wow so delish 🙌🙌,Oo wow looks so good,They look so good 😍,Omg,heavenly 🙌,Oh my gosh 😍😍😍,Yum!!,👍🏼,Here for these 😍👏,Amazing😍,Wowow these look good!!,That drippy almond butter thooo🤤,",1861,216,0
2021-02-27,"“Hello Ladies, I have arrived 👶🏼! My name is Oliver, I’ve got some surfer brown hair with blond highlights in it 🏄🏽‍♂️. I’ve been in this world for almost 48 hours, phew that was quite a journey being quarantined for 9 months. Ya feel? 👊🏼” #futureinfluencer
.
FINALLY got to go home today, I still can’t believe I brought home a baby from my grocery run 3 days ago 😂. Anyway, lots to catch up with you guys while Tom and I busy learning to be Ollie’s parents. THANK YOU for all the sweet messages, I’m still going through all of them while having this little one on my chest.
.
Xo ❤️
.
#shuangyseats #newborn #babyboy #newbornbaby #babymama #newmom #newmomlife #newmommy #newmommylife #healthybaby #asianbaby #mixedbaby #newbaby #postpartumjourney #foodblogger #justbornbaby #newbornphotography #halfasianbaby,Congratulations!😍,Cutest cutie!!!!!!! So happy for you and your fam, Shuang!!!!,OLIVER ILY😍,MY HEART😍😍😍,He’s such a pretty baby. Congratulations to all of you🥰,So beautiful amiga 😍,So adorable!!😍,Ahaha😂hey tiny hello...welcome❤️❤️❤️,So so so happy for you both 😭😭😭,omg the cutest little nugget 😍,Aaawww😍❤️,Welcomeeee to this world young Stack 🙌🧡☺️,❤️❤️❤️❤️❤️❤️,Such a cute!! Congrats!! ❤️,The EYES😍,He is a beaut 💙,Absolutely adorable 💞 Congratulations! All the best to you all 🤗,Precious baby boy 🥰,Awww so cute. I love kids:),CONGRATS BEAUTIFUL LADY!!!!!😍😍😍 sooooo happy for you both 😍😍😍,So cute🥰🥰,😍😍😍 congratulations!  So sweet🥰,Beautiful ❤️. Congratulations and welcome to the world Oliver,He’s so precious congratulations!!!,",4453,291,0
2021-02-25,"Oliver Thomas Stack 02/24/21 🍼 , Welcome to the World baby boy ✨
.
We are so in love with our little man, his little face, noises, little fingers and all 🥺.
.
After wild a couple of days, we finally got to meet our baby Oliver that we’ve been waiting for 9 months ❤️.
.
Mommy and baby both are doing well. Daddy has been on diaper duties. Just one more day in the hospital then we get to go home with this little addition.
.
.
#shuangyseats #oliverstack #newbornbaby #welcometotheworld #newmomlife #babyboy
.
.
#newbornboy #momlife #justborn #momofboys #mommyandme #mamasboy #cltblogger,Congratulations with your newborn babygirl!😍,Congratulations!!💙,So happy for you guys! ❤️,Congratulations,Congratulations!!,❤️,HUGE CONGRATULATIONS ❤️❤️❤️,Congrats!! 🙌❤️,❤️❤️❤️,I’m so happy, he’s gorgeous ❤️❤️❤️❤️❤️,Omg sooo happy for you guys 😭💕🤍❤️,Aww so cute.  Congrats mama,Congrats!😍,My dear...so happy because of you🌹❤️❤️❤️🌹,Ahhhh YAYYAYAY beautiful baby and mamma 😍 congrats friend!! ❤️,Congrats mama! Hope everyone is doing well ❤️,Congratulations and welcome to the boy mom club!,OH MY GOD CONGRATS!!!,OH MUH GOODNESSS!!! CONGRATS✨✨✨✨,❤️❤️❤️❤️,Awe omggggggggggg I love the name ❤️,Ugh my whole heart ❤️❤️❤️❤️,You are GLOWING!?!? Congrats ❤️,Congrats love!!!,",7260,775,0
2021-02-23,"Peanut Butter Banana 🍌 Oatmeal Bake that is SOFT n CHEWY. Made a giant batch in the freezer 💁🏻‍♀️ for a healthy and quick breakfast! Packed with the goodies - chocolate 🍫 chips, pecans, 🍌coins and a DOLLOP of peanut BUTTA. You feel?
.
If this baby 👶🏼 doesn’t pop out soon, I’m about to eat everything I’ve prepped 😳. Hope everyone has a great whatever day it is today ❤️!
.
••••••••••••••.
dEATs 👇🏼:
.
- GF rolled oats
- Oat Flour
- Peanut 🥜 Butter
- Ripe bananas
- Milk of your choice
- Flax “egg” (ground flax seeds + water)
- Maple Syrup 🍁
.
.
.
Check out the full recipe on my blog 👉🏼 link in bio ✨.
.

https://shuangyskitchensink.com/peanut-butter-banana-baked-oatmeal/
.
.
.
#shuangyseats #oatmealbake #peanutbutterbanana #peanutbutterchocolate #oatmealrecipe #veganrecipe,I want a bite!!😍😍😍,🤤,Wow 🙌,😍😍😍😍😍,can’t beat this😍,😍,This looks sooo good 🙌,That looks so freaking delicious!,Wow! Looks absolutely amazing ! 😍,looks so good,Drooling over that pb 🤤🤤,😍,Yummmmmmmm,So much pb 😍😍,@Jasmine.Raee #NewUs #NewFood #NewEverything,Want this🙌,WOW, this looks amazing!! Love what you made here 😍,🔥🔥,WOW,😍😍,YUMMMMMM,😋😋😋😋,Holy! 🙌,Yummmm,",4379,255,0
2021-02-22,"Healthy Sesame Chicken that is tender and juicy 💦, fried to crispy golden, and smothered in a sweet and sticky sesame sauce 🥡! Def better than the takeout version if you ask me 💁🏻‍♀️.
.
Biscuit 🐶 is going to off leash training today for a week.. PAWrents hearts can’t handle it 🥺

•••••••••••••.
dEATs 👇🏼:
.
- Chicken breasts or thighs
- Coconut Aminos (or soy sauce)
- vinegar, sesame oil
- Arrowroot flour (or corn starch)
.
Serve with cauli rice for #whole30 option.
.
Check out the full recipe on my blog 👉🏼 link in bio ✨. (Direction 🎥 on my story ”)
.

https://shuangyskitchensink.com/healthy-sesame-chicken/
.
.
.
#shuangyseats #sesamechicken #paleorecipes #chinesefoodlover #whole30recipe #chickenstirfry #chickenrecipes,This look amazing🔥😋🤤,So soupy soupy 🤤🤤🤤👌,Oh they look freaking royal hun 😍🙌,I love that sticky sauce 😍 so tasty!,Mmmm,Sticky mother of goodness 😍,This post deserves more attention than it is getting now. People, we need your ❤️! Try @_ig_comment_ to spark conversations in the comments,Awesomeness,Oooo yes 😍😍 need this,yummm😍😍,😋😋😋,So sticky 😍😍😍,Perfection 😍,So good😍😍,Saving this one! 🔥🙌,Made this tonight and it was delicious! 🔥,Yummy,This looks lovely 😍,🔥🔥,Delicious 😍,🙌🙌,Looks delicious! Love sesame chicken 🤤,Yum!! Need to try this ASAP!,Ooo this looks so delicious 🤤 ❤️,",2019,206,0
2021-02-19,"A Chocolate 🍫 Almond butter Smoothie for breakfast is the way to kick off the best day 💁🏻‍♀️. Incorporated @bulletproof complete daily energy and collagen boost [ad] 👊🏼. This mama is ready to hit the town over here  🤰🏻. Topped with granola, more almond butter and 🍫 cup. HIT DA SPOT 🤯.
.
36 degrees only makes me slurp on this ❄️, ya feel? Hope everyone has a weekend🤸🏻‍♂️✨.
.
•••••••••••••.
dEATs 👇🏼:
.
- 1 cup steamed then frozen sweet potato 
- 1 cup frozen 🍌
- 2 tbsp almond butter
- 1/3 cup nut milk
- 2 tbsp cacao powder
- 2 scoops @bulletproof complete daily energy collagen protein (20g protein) #betheproof
.
Direction on my story 🎥 ✨.
.
#shuangyseats #chocolateforbreakfast #smoothierecipes #chocolatesmoothie,I love everything @bulletproof so good! 🔥,Wowwwww,So delicious and so filling!!,Omg yummm,Omg😍🙌,What??? Yes 🙌,this looks amazing 🔥,Drooling over here!,This is such a great mess. Love it!,Omggg this looks absolutely divine😍,😍,Wow! Looks amazing!,🙌,🤎🤎,soooo yummyyy!!!,Heaven in a cup 👏,Tasty tasty 😋,wow! that looks amazing ⚡,Omg this looks amazing 😍,@kellyrobillard,So good. Love the addition of sweet potato!,😍😍😍how amazing,",3077,338,0
2021-02-18,"Paleo Carrot 🥕 Cake Muffins that are MOIST, fluffy 💨 and soft like a pillow. Stuffed with lots of goodies, crunchies and super easy to make too. Perfect way to sneak in some veggies 💁🏻‍♀️ and kick start a healthy morning. Also perfect for #mealprep! I’m freezing a batch for postpartum 👶🏼!
.
Hope everyone has a Friday Jr. 🤸🏻‍♀️✨
.
•••••••••••••••.
dEATs 👇🏼:
.
- Eggs
- Almond flour
- Maple Syrup
- Coconut oil
- shredded 🥕 , pecans, 🥥
- Carrot Cake spice
.
.
Instruction 🎥 on my story 🤏🏼 FULL RECIPE on my blog, *LINK in bio ✨.
.

https://shuangyskitchensink.com/healthy-carrot-cake-muffins/

.
.
#shuangyseats #glutenfreedessert #dessertforbreakfast #carrotcakerecipe #carrotmuffins #healthymuffins #paleomuffins #healthybreakfast,Thick😍😍,Wow so delicious 👏,They look so, so mouthwatering ❤️,Yum! I want to try these! 🥕,We need a dozen of this muffin ❤️,WOW ❤️ this looks delish,Oh wow amazing!!! 🔥❤️,I’m new to Instagram... how do I find this recipe?!!!,Daaang 🔥😍 how do they look this good!,These look like the most perfect muffins we’ve ever seen! 😍,oh YUM 😍,Save me a dozen 👏,dang these are irresistible,I need to make all your carrot cake goodies!!😍😍,Yummy 😍,YUMMM,i love this,I loveeee me some carrot cake,Omg that texture is unreal 🙌,Delightful deliciousness,This looks so delicious 🙌,Super delicious 😍,🙌,Check out our account for daily food posts from restaurants all over the world 🌍,",2751,217,0
2021-02-17,"Since we are on a brownie kick 🍫, let’s get at my CLASSIC favorite Gooey Ooey Sweet Potato Brownies made with only 5ish 🖐🏼 ingredients! It is moist 💦, gooey and so Chocolate-Y.
.
Just to be EXTRA, swirl it off with a butt load of almond butter + chocolate chips + sea salt 🧂. K? Hope everyone has a great Hump Day🤸🏻‍♂️✨.
.
•••••••••••••.
dEATs 👇🏼:
.
- Sweet Potatoes (duhh)
- Eggs
- Almond Butter
- Cacao Powder
- Chocolate Chips
.
.
Check out the full recipe on my blog 👉🏼 link in bio ✨.
.

https://shuangyskitchensink.com/flourless-paleo-sweet-potato-brownies/

.
#shuangyseats #paleodessert #paleorecipes #browniesofinstagram #bakingvideos #foodvideos #glutenfreedesserts 
.
.
.

#healthyeating #healthyrecipes #healthydessert #dessertrecipe #paleorecipes #dairyfreedessert #easyrecipes #healthydiet #cleaneating #healthysnack #easydessert #glutenfreedessert #healthybreakfast #paleodessert #paleorecipe #glutenfree #healthyfood #glutenfreefood #heathylifestyle #dessertrecipes #easydesserts,How could anyone say no😍,There's one sweet potato waiting in my kitchen... 😍,Can I have some?? 😍,@stevensonsusan 😍,yum 🙌❤️,😍love this!,Yes all the details!!,Ooo these look perfect!😍,So gooey!!,I love your sweet potato creations,always love making these ❤️❤️❤️,@emmapreiss the memories 😂,@lauracirac,looks delish😘my mouth is watering!,That looks insane!😍 need to try!,I made this brownie yesterday and it’s the BEST flourless brownie I have ever made. It’s a lot better than the black bean brownie. Not to mention I love sweet potatoes. Thank you for the recipe—definitely a keeper :) ❤️❤️❤️❤️👏👏👏👏👏,OH MY GOD UNBEATABLE,@belezarui,Flourless or Flavorness??,Yum!,@im_rdw,Just made these last night!!! Thank you so much for the tips! I'm so excited about these!,I try this 😍,What could I use instead of egg?,",1329,156,13935
