date,food name,Ingredients,Nutrition
2021-07-06,voortman bakeri cooki - almond crunch,,
2021-07-06,schar hamburg bun - gluten free,,
2021-07-06,choi H Y vegetarian phoenix roll - tin,,
2021-07-06,woh hup non-fri instant noodl - dri curri,,
2021-07-06,delyco durian kueh lapi,,
2021-07-06,swizzlef swiss roll - blueberri flavour,,
2021-07-06,swizzlef swiss roll - strawberri flavour,,
2021-07-06,gullon gluten free cracker,,"Attributes,Per Serving (100g) ,Energy,1912kJ,Carbohydrate,79g,Protein,1.7g,Total Fat,14g,Saturated Fat,1.5g,Dietary Fibre,2.7g,Sodium,0g,Salt,2.4g,Sugars,6g"
2021-07-06,gin thye small roll cracker,,
2021-07-06,garden pick soya crisp (honey mustard),,"Attributes,Per Serving (100),Protein,4.6g,Total Fat,25.9g,Total Sugar,12.3g"
2021-07-06,gin thye tai yang bing 5pc,,
2021-07-06,samyang hot mushroom noodl singl packet,,
2021-07-06,garden pick soya crisp (honey mustard),,"Attributes,Per Serving (100),Protein,4.6g,Total Fat,25.9g,Total Sugar,12.3g"
2021-07-06,mountain harvest manuka honey mgo 115+,,
2021-07-06,haldiram' pani puri,,"Attributes,Per Serving (8),Energy,137kj,Protein,0.62g,Fat,1.51g,Carbohydrate,4.19g,Sodium,0.15g"
2021-07-06,amazin' graze dark chocol browni chip 140g,,
2021-07-06,kangaroo cracker peanut,,
2021-07-06,legnano sundri tomato in oil,,
2021-07-06,kangaroo rosemari pistachio,,
2021-07-06,garden pick dri apricot (orange),,"Attributes,Per Serving (100),Protein,2.2g,Total Fat,0.4g,Total Sugar,43.5g"
2021-07-06,seriou food compani seriou popcorn - peanut butter almond,,"Attributes,Per Serving (20),Energy,457kj,Protein,6.5g,Total Fat,5.3g,Carbohydrate,10.8g,Sugars,2.9g,Dietary Fibre,2.6g,Sodium,142mg"
2021-07-06,keeto pork rind - himalayan salt,,"Attributes,Per Serving (50),Carbohydrates,0g,Protein,30.6g,Fat,16.4g"
2021-07-06,"mezet herb hummu dip, 215g",,
2021-07-06,laobanniang dri round fig,,
2021-07-06,maitri vegetarian extra hot fri instant noodl,,"Attributes,Per Serving (80),energy,368kj,protein,7g,Fat,6g,sugar,2g"
2021-07-06,kangaroo mix nut,,
2021-07-06,panidor homemad moment mini st. lawrenc roll,,
2021-07-06,kikkoman chines style egg flower soup mix - hot & sour,,
2021-07-06,julie' finger lemon sandwich,,
2021-07-06,ken ken cuttlefish - shred,,
2021-07-06,keeto pork rind - aromat herb,,"Attributes,Per Serving (50),Carbohydrates,0.5g,Protein,30.6g,Fat,16.4g"
2021-07-06,gold sea tuna chunk - In herb and garlic,,"Attributes,Per Serving (),Energy,81kcal,Fat,4g,Omega3,252mg,DHA,39mg,Sodium,440mg,Carbohydrate,3g,Protein,9g"
2021-07-06,malika black raisin 500g -- By dashmesh,,
2021-07-06,tasto mala emperor devil red chili potato chip,,
2021-07-06,glico pocki wholesom - chocol almond,,
2021-07-06,palmdal maraschino cherri with stem,,
2021-07-06,gin thye swiss roll chocol,,
2021-07-06,gin thye tradit mooncak - white lotu doubl yolk 1 pc,,
2021-07-06,siafa ajwa date,,
2021-07-06,master pasto 3-minut vegetarian mushroom soup,,
2021-07-06,unikorn can food - premium stew slice pork,,"Attributes,Per Serving (),Sodium,656mg,Total Dietary Fiber,0.3g,Sugar,2.5g,Carbohydrate,2.7g,Trans Fat,0.00g,Saturated Fat,5.3g,Total Fat,12g,Protein,9.8g,Energy,158kcal"
2021-07-06,glico pocki heart shape cherri,,
2021-07-06,bourbon baum roll chocol cake,,
2021-07-06,santa maria tex mex taco tub (8-pack),,
2021-07-06,malika white sesam seed 500g -- By dashmesh,,
2021-07-06,cintan instant noodl - Mi goreng,"• Directions:,1. Boil 360ml of water and cook the noodles,2. Drain and add seasoning,3. Stir well and serve,• Noodle: Wheat Flour (Protein Source), Palm Oil (Contains Permitted Antioxidant: BHA), Salt, Contains Permitted Food Conditioners (Sodium Carbonate, Sodium Polyphosphate and Potassium Carbonate),• Soup Pack: Salt, Sugar, Garlic, Glucose Syrup, Onion and Mixed Spices,• Oil Pack: Palm Oil and Onion
,• Sweet Sauce: Soya Sauce (Contains Wheat and Soybeans), Sugar and Modified Starch,  Contains  Permitted Flavour Enhancers (Monosodium Glutamate, Yeast Extract, Disodium Inosinate and Disodium Guanylate) and Colouring (Caramel) and and Permitted Preservative (Benzoic Acid)",
2021-07-06,companion can food - orient assort delight,,
2021-07-06,fortun dri scallop in XO sauc - origin,,
2021-07-06,ayam brand tuna flake - organ broth,"• EU Organic Certified medium (Vegetable Broth),• HCS Certified,• No preservatives and no added MSG,• Store in cool, dry place,• Once open, store in the fridge in a container and consume within 3 days","Attributes,Per Serving (37g),Energy,41kcal,Trans Fat,0.0g,Protein,9.8g,Total Fat,0.2g,Saturated Fat,0.0g,Cholesterol,15.7mg,Carbohydrate,0.0g,Dietary Fibre,0.5g,Sodium,137mg,Omega 3,65mg"
2021-07-06,meiji chocol block - milk,,"Attributes,Per Serving (50g),Energy,279kcal,Carbohydrate,27.7g,Protein,3.9g,Total Fat,17.4g,Saturated Fat,0g,Dietary Fibre,1.8g,Sodium,0g,Salt,0.076g,Sugars,25.9g"
2021-07-06,deliciu sardin fillet In brine,,
2021-07-06,lee cracker - origin,,
2021-07-06,natur park popcorn tub - mapl,,"Attributes,Per Serving (50g),Energy,210kcal,Cholesterol,0mg,Total Fat,4g,Saturated Fat,0.5g,Trans Fat,0g,Sodium,105mg,Carbohydrate,44g,Dietary Fibre,1g,Sugars,30g,Protein,1g,Vitamin A,2%,Vitamin C,0%,Calcium,2%,Iron,4%"
2021-07-06,samyang hot chicken instant topokki - carbo (bowl),,
2021-07-06,tai sun instant dessert - oatmeal with chestnut,,
2021-07-06,mission tortilla chip - nori wasabi,,
2021-07-06,hosen bail mushroom,,
2021-07-06,farm brother bio organ cooki - dark chocol & sea salt,,
2021-07-06,s&w fruit & chia cup - pear in blackberri,,"Attributes,Per Serving (198g),Energy,130kcal,Protein,2g,Total Fat,2.5g,Saturated Fat,0g,Cholesterol,0mg,Total Carbohydrates,26g,Sugars,19g,Dietary Fiber,5g,Sodium,5mg,Potassium,70mg,Vitamin C,60mg"
2021-07-06,sesibon brand sardin - tomato,,
2021-07-06,nature' superfood organ bite - tibetan goji berri,"• Used in traditional chinese medicine for eye health, as well as to balance and strengthen the body,• No added sugar, additives or preservatives,• Snack on these naturally sweet and chewy berries,• Steep a handful of berries in hot water or tea for 5 - 10 minutes for softer / juicier berries,• Add them to salads, cereals, porridge, yoghurt, smoothies and granola","Attributes,Per Serving (15g),Calories,55kcal,Protein,1.6g,Total Fat,0.3g,Saturated Fat,0g,Trans Fat,0g,Cholesterol,0mg,Carbohydrate,9.8g,Sugars,5.8g,Dietary Fibre,1.7g,Sodium,41mg,Potassium,182mg,Iron,1mg,Vitamin A,122mcg"
2021-07-06,crusty' salt egg fish skin,"• Preferred to be kept in a dry and cool place,• Avoid direct sunlight","Attributes,Per Serving (100g),Energy,673kJ,Protein,28.8g,Carbohydrate,10g,Dietary Fibre,0g,Total Fat,57.5g,Saturated Fat,22.9g,Trans Fat,0.3g,Cholestrol,188mg,Sodium,858mg"
2021-07-06,mtr readi To eat pav bhaji - By sonnamera,"- Ready to eat,- Heat & Eat,- No added preservatives,- spiciness: HOT,- No hydrogenated fats,- No artificial colour,1) Immerse the inner unopened pouch in boiling water for about 5 minutes. Remove, cut open, and serve hot. OR ,2) Transfer the contents into a container. Heat on medium flame for about 2 minutes while stirring and serve hot. OR ,3) Transfer the contents into a microwave safe bowl. Microwave on high power for 1-2 minutes. serve hot",
2021-07-06,bonn maman chestnut,,
2021-07-06,nake organ roll oat,,
2021-07-06,foodsterr organ canadian dri cranberri,,
2021-07-06,mayver' organ tahini spread - unhul,"• Enjoy the wholesome goodness of pure organic, unhulled sesame seeds with organic unhulled tahini,• Rich in calcium and fibre, it is a healthy alternative for butter or margarine,• Perfect in dips, dressings and sauces,1. Separation of natural sesame oil may occur,2. Simply stir contents to restore creamy texture","Attributes,Per Serving (20g),Energy,567.6kJ
,Protein,3.8g
,Total Fat,12.3g
,Saturated Fat,1.9g
,Polyunsaturated Fat,5.7g
,Monounsaturated Fat,4.6g
,Carbohydrate,2.8g
,Sugars,0.1g
,Dietary Fibre,1.4g
,Sodium,1mg
,Potassium,80mg
,Calcium,156mg
"
2021-07-06,adabi can spici anchovi,,
2021-07-06,ener-g brown rice loaf gluten free,,"Attributes,Per Serving (38),Protein,1g,Total Fat,6g,Carbohydrate,16g,Sodium,10mg"
2021-07-06,freedom food arnold' farm cluster - vanilla & toast coconut,,
2021-07-06,cintan noodl - chicken,,
2021-07-06,pepperidg farm goldfish cracker - origin,"Delicious, classic snack loved by everyone,Natural with no trans fat, preservatives and flavourings","Attributes,Per Serving (30g),Total Fat,6g,Saturated Fat,0.5g,Trans Fat,0g,Polyunsaturated Fat,1.5g,Monounsaturated Fat,3g,Cholesterol,0mg,Sodium,230g,Carbohydrate,20g,Protein,3g"
2021-07-06,lao jie kou 5 spice sunflow seed gua Zi,,
2021-07-06,pik-nik fabul fri,,
2021-07-06,kitchen & love sun dri tomato in oil,,
2021-07-06,biona organ whole plum peel tomato,,
2021-07-06,tesco pure clear honey,"• Store at room temperature,• Crystallisation may occur if stored incorrectly, if this happens, place the jar in warm water,• Best before end, see lid","Attributes,Per Serving (100g),Energy,1386kJ,Carbohydrate,81g,Total Fat,< 0.1g,Saturated Fat,< 0.1g,Sugars,81g,Dietary Fibre,< 0.1g,Protein,0.5g,Salt,0.1g"
2021-07-06,calbe japan potato chip (consomme) stand tube - kirei,,
2021-07-06,nissin thai crab curri cup,,
2021-07-06,train haw flakes(12pcs),,
2021-07-06,bikaji boondi plain 200g -- By dashmesh,,
2021-07-06,malika golden raisin 500g -- By dashmesh,,
2021-07-06,julie' sandwich biscuit - chees,"• Crunchy puff biscuits,• Conveniently packed,Wheat Flour, Vegetable Oil (Palm Oil), Sugar, Cheese Powder, Glucose Syrup, Leaving Agent [Disodium Diphosphate (E450), Sodium Bicarbonate (E500), Ammonium Bicarbonate (E503)], Corn Starch, Lactose, Whey Powder, Skimmed Milk Powder, Salt, Soya Lecithin (E322), Yeast, Permitted Flavouring,• Contains: Cereals containing gluten, milk derivatives and soy derivatives,• Allergen advice: Produced in a facility that also processes products containing peanut, sesame, tree nuts and nut products","Attributes,Per Serving (42g),Energy,217kcal,Carbohydrate,25.5g,Sugar,8.3g,Dietary Fibre,1.2g,Protein,2.8g,Total Fat,11.2g,Mono-Unsaturated Fat,3.2g,Poly-Unsaturated Fat,0.9g,Saturated Fat,5.8g,Trans Fat,0g,Cholesterol,1.5mg,Sodium,166mg"
2021-07-06,royal famili milk cake,,"Attributes,Per Serving (),Sodium,99mg,Energy,411kcal,Total Sugars,28.1g,Dietary Fiber,1.7g,Total Carbohydrate,65.1g,Total Fat,15.4g,Saturated Fat,7g,Protein,3.9g"
2021-07-06,leezen brown rice puff,,
2021-07-06,nake organ sun-dri fig,,"Attributes,Per Serving (null),Sugars,21g,Dietary Fibre,1g,Protein,1g"
2021-07-06,gin thye kuih bahulu - origin (bottle),,
2021-07-06,green earth australian roll oat,,
2021-07-06,nissin raoh black garlic,,
2021-07-06,deep greenchili khichiya/papad,,"Attributes,Per Serving (),Sodium,531mg,Energy,481kj,Protien,3.3g,Carbohydrate,24.8g,FatTotal,0.3g,Sugar,0g,SaturatedFat,0g"
2021-07-06,fix & fogg peanut butter - smoke and fire,,"Attributes,Per Serving (15),Energy,364kj,Protein,4.2g,Total Fat,6.8g,Oleic Acid,3.0g,Carbohydrate,2.7g,Sugars,0.7g,Dietary Fibre,0.8g,Sodium,6mg"
2021-07-06,beryl' doubl chocol chip cooki 100g,,"Attributes,Per Serving (),Protein,2.1g,Carbohydrate,32.1g,Sugars,21.2g,Fats,14.5g,Energy,1113kj,Sodium,83mg"
2021-07-06,lay potato chip miengkam krobro flavour 75g,,
2021-07-06,gin thye ice gem biscuit,,
2021-07-06,chheda' long masala banana chip,,
2021-07-06,S & W mandarin orang,,
2021-07-06,siafa khudri date,,
2021-07-06,delyco banana muffin,,
2021-07-06,rex curri cockl,,
2021-07-06,S & W black bean,,
2021-07-06,red chef green tom yum soup noodl,,
2021-07-06,nestl kitkat almond & cranberri 7p (japan),,
2021-07-06,umunch mix fruit chip,,
2021-07-06,wasa sandwich snack - chees and french herb,,
2021-07-06,taylor premium jumbo size golden prune,,
2021-07-06,shoon fatt cracker - sweeti (sugar),,"Attributes,Per Serving (20g),Calories,93kcal,Calories from Fat,27kcal,Total Fat,3g,Saturated Fat,1g,Trans Fat,0g,Cholesterol,0mg,Sodium,120mg,Carbohydrate,15g,Dietary Fibre,1g,Sugars,3g,Protein,2g,Vitamin A,0%,Vitamin B1,0%,Calcium,1%,Vitamin C,0%,Vitamin B2,0%,Iron,2%"
2021-07-06,"mezet dip & Go classic hummus, 92g",,
2021-07-06,Dr gram organ pumpkin seed,,"Attributes,Per Serving (100),Serving Size,100g,Calories,446kcal,Total Fat,19g,Saturated Fat,3.7g,Polyunsaturated Fat,9g,Monounsaturated Fat,6g,Cholesterol,0mg,Sodium,18mg,Potassium,919mg,Total Carbohydrate,54g,Dietary Fibre,18g,Protein,19g,Vitamin A,1percent,Calcium,5percent,Iron,18percent,Magnesium,65percent"
2021-07-06,cc' corn chip - origin,"Corn, Vegetable Oil, Salt
,• May contain milk and soy","Attributes,Per Serving (25g),Energy,525kJ,Protein,2g,Total Fat,6.1g,Saturated Fat,2.7g,Trans Fat,0g,Polyunsaturated Fat,0.9g,Monounsaturated Fat,2.6g,Cholesterol,0mg,Carbohydrate,15.6g,Sugars,0.3g,Dietary Fibre,1g,Sodium,118mg,Potassium,39mg"
2021-07-06,tulip pork shoulder,,"Attributes,Per Serving (100g),Energy,742kJ,Protein,17g,Total Fat,12g,Carbohydrate,0.5g,Sodium,1000mg"
2021-07-06,dececco polpa fine (fine crush tomato) 3x400g,,
2021-07-06,capilano manuka honey 5+,"• Store below 25°C,• Sugars naturally occurring in honey","Attributes,Per Serving (15g),Energy,212kJ
,Protein,0.1g
,Total Fat,0g
,Saturated Fat,0g
,Trans Fat,0g
,Cholesterol,0mg
,Carbohydrate,12.5g
,Sugars,12.4g
,Sodium,2.3mg
"
2021-07-06,sincero premium dark chocol - blueberri,"Sugar, Cocoa Butter, Cocoa Mass, Cocoa Powder, Milk Powder, Dried Blueberries, Soy Lecithin (E322), Glazing Agent (E904) & Vanillin,• Allergen Information: Contains Milk and Soy,• Manufactured on equipment that also processes product containing tree nuts","Attributes,Per Serving (40g),Energy,803.2kJ,Total Fat,8.5g,Saturated Fat,5.4g,Trans Fat,0g,Carbohydrate,26.9g,Sugars,13.3g,Protein,1.9g,Sodium,6.8g"
2021-07-06,fantast rice cracker - teriyaki,"Rice (91%), Sugar, Vegetable Oil [Antioxidants (E307b, Citric Acid)], Salt, Teriyaki Powder [Flavour Enhancer (E621), Anti-Caking Agent (E551), Gluten free Soy Sauce Powder (Hydrolysed Wheat), Flavour Enhancers (E627, E631)], Garlic, Pepper,• May contain traces of sesame and egg,• Contains milk, soy","Attributes,Per Serving (100g),Energy,1690kJ,Protein,6.9g,Total Fat,3.5g,Saturated Fat,1.7g,Carbohydrate,84.7g,Sugars,4g,Dietary Fibre,0.5g,Sodium,414mg"
2021-07-06,golden bridg premium lean dongpo pork,,"Attributes,Per Serving (100g),Energy,188kcal,Protein,15.4g,Total Fat,11.9g,Saturated Fat,4.4g,Trans Fat,0g,Carbohydrate,5.8g,Dietary Fibre,1g,Sugars,4.4g,Sodium,659mg"
2021-07-06,tong garden parti snack,"• Superior quality fun time crunch,• Fit for active life style,• Premium grade, cholesterol and trans fatty acids free food,• Store in a cool, dry place ,• Keep away from sunlight,Chilli Biscuit Crackers, Peanuts, Broad Beans, Chick Peas, Green Peas, Vegetable Oil (Palm Olein), Flour (Wheat), Sugar, Salt, Garlic, contains Monosodium Glutamate (E621) as permitted Flavour Enhancer and permitted Food Colouring [Tartazine (E102), Briliant Blue (E133), Sunset Yellow FCF (E110)],• Contains peanuts, other tree nuts, gluten (wheat), fish, crustacean product (shrimp and squid), egg, sesame seeds","Attributes,Per Serving (50g),Total Fat,13g,Saturated Fat,5g,Carbohydrate,27g,Trans Fat,0g,Cholesterol,0mg,Sodium,270mg,Dietary Fibre,8g,Sugars,3g,Protein,8g"
2021-07-06,mili abalon mushroom,,"Attributes,Per Serving (91g),Energy,35kcal,Total Fat,0.5g,Saturated Fat,0g,Cholesterol,0mg,Sodium,410mg,Carbohydrate,3g,Dietary Fibre,2g,Protein,4g"
2021-07-06,buzz 100% australian raw honey - blue gum (adelaid hills),,"Attributes,Per Serving (20g),Energy,280kJ,Carbohydrate,16.4g,Protein,< 0.1g,Total Fat,0g,Saturated Fat,0g,Sugars,16.4g,Sodium,2.8mg"
2021-07-06,telugu food madra mixtur,,"Attributes,Per Serving (28),Energy,588kj,Protein,3g,Fat,9g,Carbohydrate,12g,Sugar,0g,Sodium,0.3g"
2021-07-06,town bu - masal peanut,"- Made from traditional recipes and freshest of ingredients. ,- Snack size, great for parties, celebrations and for daily snacking. ,- Ready to eat snacks","Attributes,Per Serving (100),Protien,20g"
2021-07-06,nature' superfood organ sweet raw cacao nib (w yacon syrup),,"Attributes,Per Serving (22),Energy, 514 kj ,Protein, 2.3 g ,Carbohydrate, 9.4 g ,Dietary Fiber, 5.3 g"
2021-07-06,crusty' soy skin crisp - salt egg,,
2021-07-06,chocoelf bar chocol - 70% dark (sugar-free),,
2021-07-06,tao kae noi season fish snack roll - grill squid,,
2021-07-06,bodhi' fibr rich gluten-fre pancak mix,,
2021-07-06,kellogg' cereal - chex choco (cooki & cream),,
2021-07-06,foodsterr australian pecan nut 250g,,
2021-07-06,movietim flavor popcorn - creami caramel,"Sugar, Popcorn (23%), Butter (Milk), Glucose (Corn), Salt, Emulsifier 322 (Soy), Raising Agent (500),• Contains: Soy and Milk","Attributes,Per Serving (25G),Energy,572kJ
,Protein,1g
,Total Fat,8.6g
,Saturated Fat,6g
,Carbohydrate,13.5g
,Sugars,7.1g
,Dietary Fibre,0.8g
,Sodium,142mg
"
2021-07-06,chuang' Sa chi Ma - egg,,
2021-07-06,foodsterr fanci dri apricot,,
2021-07-06,lay' potato chip - extra barbecu (famili pack),,
2021-07-06,littl cook bowl noodl - tom yum seafood,,
2021-07-06,mtr readi To eat lemon rice - By sonnamera,,
2021-07-06,chilli brand superior curri can food - beef thigh,,
2021-07-06,shermay' singapor fine food small prawn cracker packet,"Ready to eat Prawn Crackers, goes perfectly well withCilicuka!, Light and melt-in-the-mouth texture. Pair Shermays perfectly crispy and tasty prawn crackers with thetangy and fiery kick of Shermays Cilicukas for a cracking good time., Great for parties and festive occasions.Shiok ah!",
2021-07-06,delyco golden pineappl tart,,
2021-07-06,delyco chocol muffin,,
2021-07-06,anarkali usa walnut,,"Attributes,Per Serving (null),Calories,185g,Total fat 18.5,0g,Carbohydrate,3.5g,Dietary fibre,1.9g,Protein,4.3g,Sugar,0.7g"
2021-07-06,gin thye tou Sa bing (big) - sweet 6 pc,,
2021-07-06,yum earth organ fruit snack - assort,,
2021-07-06,absolut organ medjool date,,
2021-07-06,tesco special flake cereal - red berri,"• Store in a cool, dry, odor free place,• To retain freshness, fold down inner bag after use,• Contents may settle during transit,• Rice and Wheat Flakes (95%): Rice, Wholewheat, Sugar, Barley Malt Extract, Salt, Niacin, Iron, Pantothenic Acid, Vitamin D, Thiamin, Riboflavin, Folic Acid, Vitamin B6, Vitamin B12,• Freeze Dried Fruit (5%): Raspberry, Cherry, Strawberry","Attributes,Per Serving (100g),Energy,1568kJ,Carbohydrate,79.9g,Protein,7.4g,Total Fat,1.5g,Saturated Fat,0.4g,Dietary Fibre,3.5g,Sodium,0.6g,Sugars,15.6g,Vitamin D,4.8µg,Thiamin (Vitamin B1),1mg,Riboflavin (Vitamin B2),1.3mg,Niacin,15.2mg,Vitamin B6,1.3mg,Folic Acid,190µg,Vitamin B12,2.4µg,Pantothenic Acid,5.7mg,Iron,13.3mg"
2021-07-06,glico pocki strawberri biscuit stick x10 box,,
2021-07-06,cwm sunflow seed walnut 200g 200 G,,
2021-07-06,orihiro purun To konnyaku jelli 0kcal peach and grape,,
2021-07-06,haldiram' all-in-on snack,,"Attributes,Per Serving (50),Energy,1169kj,Protein,7.68g,Fat,18.25g,Carbohydrate,21.56g,Sodium,0.3g"
2021-07-06,tesco dreami caramel,,
2021-07-06,garden Sp onion pop pan crk,,
2021-07-06,green earth organ roll oat,,
2021-07-06,kim point multi cereal easi wholem mantou,,"Attributes,Per Serving (100),Energy,94.2kj,fat,1.1g,protein,3.4g,sugar,3.2g"
2021-07-06,gin thye sha Qi Ma ( honeycomb cookies) 200g,,
2021-07-06,bai jia sichuan mianyang rice noodl,,
2021-07-06,glico pretz stick biscuit - pizza,,
2021-07-06,dongwon yangban can kimchi,,
2021-07-06,gin thye yuan yang bing (red bean + yam),,
2021-07-06,seriou food compani seriou popcorn - dark chocol drizzl,,"Attributes,Per Serving (20),Energy,461kj,Protein,4.0g,Total Fat,9.7g,Carbohydrate,12.6g,Sugars,6.0g,Dietary Fibre,1.5g,Sodium,129mg"
2021-07-06,sunridg farm organ steel cut oat,,
2021-07-06,Dr gram organ instant babi oat,,"Attributes,Per Serving (),Energy,381kcal,Protein,10.5g,Total Fat,8.5g,Trans fat,0g,Saturated fat,1.5g,Monounsaturated fat,3.4g,Polyunsaturated fat,3.6g,Sodium,3mg,Carbohydrate,61.0g,Sugar,0g,Dietary fibre,10.0g,Beta glucan,4.8g,Per Serving Size,100g"
2021-07-06,vili' chunki beef & mushroom pie,,
2021-07-06,loacker quadratini bite size wafer cooki - chocol,,
2021-07-06,garden pick veget chip medley,,"Attributes,Per Serving (100),Protein,0.6g,Total Fat,4.1g,Total Sugar,4.4g"
2021-07-06,tesco microwav meal in pouch - wholegrain spici mexican rice,"Cooking instructions:,• Microwave (800W  or 900W 2 minutes):,1. Gently squeeze the pouch to separate the rice,2. Slightly tear open the top corner and place the product upright on a microwaveable plate,3. Heat on full power for 1 minute 30 seconds,4. Leave to stand for 30 seconds after heating,5. Remove the pouch from the microwave and carefully tear open the top of the pack,6. Pour contents onto a plate and gently fluff up with a fork,Note:,• Becareful when opening the pouch open as hot steam may escape,• All appliances vary these are guidelines only,• Check food is piping hot throughout before serving,Cooked Wholegrain Rice, Sweetcorn (5%), Adzuki Beans (4%), Sunflower Oil, Red Pepper (2%), Salt, Water, Onion, Onion Powder, Sugar, Glucose Syrup, Tomato Purée, Yeast Extract Powder, White Wine Vinegar (Sulphites), Garlic Powder, Cumin, Maize Starch, Colour (Paprika Extract), Jalapeño Chilli, Lemon Juice from Concentrate (Sulphites), Turmeric Extract, Chilli Powder, Acidity Regulator (Acetic Acid), Fructose, Flavouring, Cayenne Pepper, Cooked Wholegrain Rice contains: Water, Brown Rice,• For allergens, see ingredients in bold","Attributes,Per Serving (100g),Energy,686kJ,Carbohydrate,24.4g,Protein,3.8g,Total Fat,4.2g,Dietary Fibre,6.4g,Salt,0.4g,Sugars,1.1g,Saturated Fat,1.5g"
2021-07-06,ego honey date - brown sugar,,"Attributes,Per Serving (100g),Total Fat,0g,Sodium,52mg,Saturated Fat,0g,Trans Fat,0g,Cholesterol,0mg,Carbohydrate,82.6g,Dietary Fibre,1g,Sugars,31g,Protein,1.2g"
2021-07-06,garden pick almond slice / flake (without skin),,"Attributes,Per Serving (100),Protein,19.9g,Total Fat,42.5g,Total Sugar,0.8g"
2021-07-06,pepperidg farm goldfish bake cracker - cheddar,,"Attributes,Per Serving (30g),Total Fat,5g,Monounsatured,3g,Saturated Fat,1g,Trans Fat,0g,Polyunsaturated,1g,Cholesterol,4.99mg,Sodium,240mg,Carbohydrate,19g,Dietary Fibre,2g,Sugars,0g,Protein,3g"
2021-07-06,john west tuna & bean - three bean,"• The natural goodness of tuna and beans combined,• Delicious snack packed with protein fibre and Omega 3,• Certified sustainable seafood MSC,• Once opened consume immediately,• Mix through a pasta or salad,• Add to a wrap or sandwich,• Add to a baked potato,• Beans (42%): Red Kidney Beans, Navy Beans, Chick Peas, •Pursue Seine Caught Skipjack Tuna (Katsuwonus Pelamis) (30%): Water, Onion, Sunflower Oil, Salt, Garlic Powder, Pepper, • Contains: Fish","Attributes,Per Serving (185g),Energy,2000kJ,Protein,23.7g,Total Fat,12.8g,Saturated Fat,1.5g,Trans Fat,0.1g,Polyunsaturated Fat,6.8g,Omega 3,74mg,EPA,6mg,DHA,68mg,Monounsaturated Fat,4.1g,Carbohydrate,15.7g,Sugars,1.3g,Dietary Fibre,6.8g,Sodium,740mg"
2021-07-06,fisherman' friend sugar free lozeng - origin,,"Attributes,Per Serving (100g),Energy,381kcal,Total Fat,0.02g,Saturated Fat,0.02g,Carbohydrate,94.69g,Sugars,88.57g,Polyols,0.07g,Dietary Fibre,0.49g,Protein,0.3g,Salt,0.01g"
2021-07-06,germin organ choco flake & pop - gluten free,,
2021-07-06,gener mill cheerio cereal - multigrain,"• Served with 9 vitamins and minerals,• Gluten free,• No artificial flavorings,• No colours from artificial sources","Attributes,Per Serving (29g),Calories,110kcal,Carbohydrate,24g,Protein,2g,Total Fat,1.5g,Saturated Fat,0g,Dietary Fibre,3g,Sodium,115mg,Potassium,125mg,Sugars,6g"
2021-07-06,guin truffl dark bar,,
2021-07-06,calbe jagabe potato stick - seawe,,
2021-07-06,St michel french butter biscuit - sea salt,,"Attributes,Per Serving (100g),Energy,494kcal,Carbohyrate ,65.5g,Protein,0.5g,Total Fat,22g,Dietary Fibre,4g"
2021-07-06,eat real lentil chip - sea salt,,
2021-07-06,loacker quadraitini bite size wafer cooki - dark chocol,,
2021-07-06,bahlsen waffl mini wafer roll - origin,,
2021-07-06,tesco organ bake bean In tomato sauc,"Cooking instructions:,• Microwave (800W for 3 minutes or 900W for 2 minutes),1. Empty the contents of the can into a non-metallic bowl and cover,2. Heat on full power for 2 minutes (800W) or 1 minute (900W), remove from oven and stir,3. Cover again and heat on full power for another 1 minute (800W / 900W),4. Stir well before serving,• Hob (4 minutes):,1. Empty contents into a saucepan,2. Heat gently for 4 minutes and stir frequently,3. Do not allow to boil,• Note:,All appliances may vary, these are only guidelines,• Store in a cool, dry place ,• Once opened, transfer unused contents into a non metallic container, cover and refrigerate,• Consume within 2 days","Attributes,Per Serving (100g),Energy,396kJ,Carbohydrate,14.6g,Protein,4.8g,Total Fat,0.6g,Dietary Fibre,5.5g,Salt,0.5g,Sugars,5.3g,Saturated Fat,0.1g"
2021-07-06,britannia good day cooki - butter,,"Attributes,Per Serving (),Total Fat,8g"
2021-07-06,tesco turkish delight chocol - milk (thins),"• Crisp milk chocolate shells,
,• No artificial flavors,
,• No artificial colours","Attributes,Per Serving (100g),Energy,1946kcal
,Fat,21.1g
,Saturates,12.9g
,Carbohydrate,64.1g
,Sugars,56.4g
,Fibre,1.7g
,Protein,3.8g
,Salt,0.2g
"
2021-07-06,"carman' gluten free bar - cranberry, honey & cinnamon",,
2021-07-06,delphi chargril red pepper hummu dip,,
2021-07-06,delphi fresh chunki guacamol dip,,
2021-07-06,delphi fresh low fat hummu dip gluten and dairi free vegan,,
2021-07-06,chongq noodl (hot spicy),,
2021-07-06,red chef pandan white curri instant noodl,,
2021-07-06,john west sardin in tomato sauc,,
2021-07-06,nake organ walnut butter,,
2021-07-06,mtr readi To eat chana masala - By sonnamera,,
